title,authors,year,doi,url,publisher,type,reference_count,is_referenced_by_count
Genome sequence of the moderately thermophilic halophile Flexistipes sinusarabici strain (MAS10T),"Alla Lapidus, Olga Chertkov, Matt Nolan, Susan Lucas, Nancy Hammon, Shweta Deshpande, Jan-Fang Cheng, Roxanne Tapia, Cliff Han, Lynne Goodwin, Sam Pitluck, Konstantinos Liolios, Ioanna Pagani, Natalia Ivanova, Marcel Huntemann, Konstantinos Mavromatis, Natalia Mikhailova, Amrita Pati, Amy Chen, Krishna Palaniappan, Miriam Land, Loren Hauser, Evelyne-Marie Brambilla, Manfred Rohde, Birte Abt, Stefan Spring, Markus Göker, James Bristow, Jonathan A. Eisen, Victor Markowitz, Philip Hugenholtz, Nikos C. Kyrpides, Hans-Peter Klenk, Tanja Woyke",2011,10.4056/sigs.2235024,https://doi.org/10.4056/sigs.2235024,Springer Science and Business Media LLC,journal-article,42,11
,,2020,10.54499/pt-il/0003/2019,https://doi.org/10.54499/pt-il/0003/2019,Fundacao para a Ciencia e a Tecnologia (unidadeFCCN),grant,0,0
Effects of salinity and UV-B on seed germination behaviour of the halophyte Zygophyllum album L.: Enforced dormancy and trade-off strategy,"Elsayed Mohamed, Ahmed M.M.A. Kasem, AbdEl-Mageed F.M. Ghanem, Naushad Ansari, Durgesh Singh Yadav, Shashi Bhushan Agrawal",2023,10.1016/j.flora.2023.152408,https://doi.org/10.1016/j.flora.2023.152408,Elsevier BV,journal-article,82,2
In Vitro-Selected Clones of the Halophyte Arthrocaulon macrostachyum Display Enhanced Salinity Stress Tolerance,"Ghofrane Atrous, Abel Piqueras, Pedro Diaz-Vivancos, Ana Hernández-Cánovas, Karim Ben Hamed, José A. Hernández, Gregorio Barba-Espín",2025,10.3390/plants14081164,https://doi.org/10.3390/plants14081164,MDPI AG,journal-article,60,1
The <i>epidermal bladder cell‐free</i> mutant of the salt‐tolerant quinoa challenges our understanding of halophyte crop salinity tolerance,"Max William Moog, Mai Duy Luu Trinh, Anton Frisgaard Nørrevang, Amalie Kofoed Bendtsen, Cuiwei Wang, Jeppe Thulin Østerberg, Sergey Shabala, Rainer Hedrich, Toni Wendt, Michael Palmgren",2022,10.1111/nph.18420,https://doi.org/10.1111/nph.18420,Wiley,journal-article,29,29
Cellular Compartmentalization and Chemical Forms of Cell Accumulation of Nickel in the Halophyte of Sesuvium Portulacastrum,"Emna Fourati, Katarina Vogel-Mikuš, Mitija Kelemen, Primož Vavpetič, Primož Pelicon, Chedly Abdelly, Tahar Ghnaya",2018,10.1007/978-3-319-70548-4_150,https://doi.org/10.1007/978-3-319-70548-4_150,Springer International Publishing,book-chapter,5,0
Characterization of the superoxide dismutase genes of the halophyte Suaeda maritima in Japan and Egypt,"Elsayed Mohamed, Ryuya Matsuda, Ahmed A. El-khatib, Katsuaki Takechi, Hiroyoshi Takano, Susumu Takio",2015,10.1007/s00299-015-1854-1,https://doi.org/10.1007/s00299-015-1854-1,Springer Science and Business Media LLC,journal-article,26,15
Extensive secretion of phenolic acids and fatty acids facilitates rhizosphere <scp>pH</scp> regulation in halophyte <scp><i>Puccinellia tenuiflora</i></scp> under alkali stress,"Hong Li, Chenyang Xu, Lei Han, Changyou Li, Binbin Xiao, Huan Wang, Chunwu Yang",2022,10.1111/ppl.13678,https://doi.org/10.1111/ppl.13678,Wiley,journal-article,35,26
Rethinking the role of edaphic condition in halophyte vegetation degradation on salt marshes due to coastal defense structure,"Tian Xie, Baoshan Cui, Junhong Bai, Shanze Li, Shuyan Zhang",2018,10.1016/j.pce.2016.12.001,https://doi.org/10.1016/j.pce.2016.12.001,Elsevier BV,journal-article,54,14
Bioremediation in marine aquaculture: Halophyte-bacteria interaction for enhanced nutrient removal,"Maria J. Ferreira, Erika Garcia-Cardesín, Isabel N. Sierra-Garcia, Diana C.G.A. Pinto, Helena Silva, Ângela Cunha, Javier Cremades",2025,10.1016/j.jenvman.2025.126854,https://doi.org/10.1016/j.jenvman.2025.126854,Elsevier BV,journal-article,95,0
"The Relationship between Species Composition of Halophyte Communities and Topography or Conservation Activities on Narugashima, Located in Awaji Island, Western Japan","Moeko UEDA, Tamotsu HATTORI, Akiharu KAMIHOGI",2014,10.5632/jilaonline.7.20,https://doi.org/10.5632/jilaonline.7.20,Japanese Institute of Landscape Architecture,journal-article,21,0
SpBADH of the halophyte Sesuvium portulacastrum strongly confers drought tolerance through ROS scavenging in transgenic Arabidopsis,"Chenglong Yang, Yang Zhou, Jie Fan, Yuhua Fu, Longbin Shen, Yuan Yao, Ruimei Li, Shaoping Fu, Ruijun Duan, Xinwen Hu, Jianchun Guo",2015,10.1016/j.plaphy.2015.08.010,https://doi.org/10.1016/j.plaphy.2015.08.010,Elsevier BV,journal-article,41,65
"Labrenzia suaedae sp. nov., a marine bacterium isolated from a halophyte, and emended description of the genus Labrenzia","Fehmida Bibi, Jae Heon Jeong, Eu Jin Chung, Che Ok Jeon, Young Ryun Chung",2014,10.1099/ijs.0.052860-0,https://doi.org/10.1099/ijs.0.052860-0,Microbiology Society,journal-article,38,33
"Efficient In Vitro Platform for Multiplication, Acclimatization, and Deliver of High-NaCl-Tolerant Clones of the Halophyte Arthrocaulon macrostachyum","Carmen Jurado-Mañogil, Pedro Díaz-Vivancos, José A. Hernández, Abel Piqueras, Gregorio Barba-Espín",2024,10.1007/s00344-023-11210-w,https://doi.org/10.1007/s00344-023-11210-w,Springer Science and Business Media LLC,journal-article,69,5
New species for the biomitigation of a super-intensive marine fish farm effluent: Combined use of polychaete-assisted sand filters and halophyte aquaponics,"Bruna Marques, Ricardo Calado, Ana I. Lillebø",2017,10.1016/j.scitotenv.2017.05.121,https://doi.org/10.1016/j.scitotenv.2017.05.121,Elsevier BV,journal-article,28,48
"Figure 4 from: Li J-L, Sun X, Zheng Y, Lü P-P, Wang Y-L, Guo L-D (2020) Diversity and community of culturable endophytic fungi from stems and roots of desert halophytes in northwest China. MycoKeys 62: 75-95. https://doi.org/10.3897/mycokeys.62.38923","Jia-Long Li, Xiang Sun, Yong Zheng, Peng-Peng Lü, Yong-Long Wang, Liang-Dong Guo",2020,10.3897/mycokeys.62.38923.figure4,https://doi.org/10.3897/mycokeys.62.38923.figure4,Pensoft Publishers,component,0,0
"Differences in Physiological Characteristics, Seed Germination, and Seedling Establishment in Response to Salt Stress between Dimorphic Seeds in the Halophyte Suaeda liaotungensis","Jieqiong Song, Hongfei Wang, Ruowen Chu, Lantong Zhao, Xinxin Li, Shuo An, Mengke Qiang, Wanying Du, Qiuli Li",2023,10.3390/plants12061408,https://doi.org/10.3390/plants12061408,MDPI AG,journal-article,57,14
Harnessing sediments of coastal aquaculture ponds through technosols construction for halophyte cultivation using saline water irrigation,"Ana Cortinhas, Ana D. Caperta, Generosa Teixeira, Luísa Carvalho, Maria Manuela Abreu",2020,10.1016/j.jenvman.2019.109907,https://doi.org/10.1016/j.jenvman.2019.109907,Elsevier BV,journal-article,61,17
"Sediminibacillus dalangtanensis sp. nov., a moderate halophile isolated from hypersaline sediments of the Qaidam Basin in Northwest China","Ting Huang, Qiliang Lai, Long Xiao, Linfeng Gong, Zongze Shao, Hongmei Wang, Yi Xu, Ricardo Amils, Cristina Escudero, José M. Martinez",2022,10.1099/ijsem.0.005501,https://doi.org/10.1099/ijsem.0.005501,Microbiology Society,journal-article,40,0
PARTITION OF POTASSIUM IN WHOLE PLANT OF THE HALOPHYTE <i>SUAEDA ALTISSIMA</i> (L.) PALL. UNDER SALINITY,"Y.V. Orlova, O.V. Majorova, L.A. Khalilova, N.A. Myasoedov, O.I. Nedelyaeva, L.G. Popova, Y.V. Balnokin",2018,10.31255/978-5-94797-319-8-584-588,https://doi.org/10.31255/978-5-94797-319-8-584-588,SIPPB SB RAS,proceedings-article,0,0
Functional screening of salt tolerance genes from a halophyte Sporobolus virginicus and transcriptomic and metabolomic analysis of salt tolerant plants expressing glycine-rich RNA-binding protein,"Yuichi Tada, Ryuichi Kawano, Shiho Komatsubara, Hideki Nishimura, Maki Katsuhara, Soichi Ozaki, Shin Terashima, Kentaro Yano, Chisato Endo, Muneo Sato, Mami Okamoto, Yuji Sawada, Masami Yokota Hirai, Takamitsu Kurusu",2019,10.1016/j.plantsci.2018.10.019,https://doi.org/10.1016/j.plantsci.2018.10.019,Elsevier BV,journal-article,57,21
"Halophyte-Mediated Metal Immobilization and Divergent Enrichment in Arid Degraded Soils: Mechanisms and Remediation Framework for the Tarim Basin, China","Jingyu Liu, Lang Wang, Shuai Guo, Hongli Hu",2025,10.3390/su17198771,https://doi.org/10.3390/su17198771,MDPI AG,journal-article,59,1
"Figure 3 from: Li J-L, Sun X, Zheng Y, Lü P-P, Wang Y-L, Guo L-D (2020) Diversity and community of culturable endophytic fungi from stems and roots of desert halophytes in northwest China. MycoKeys 62: 75-95. https://doi.org/10.3897/mycokeys.62.38923","Jia-Long Li, Xiang Sun, Yong Zheng, Peng-Peng Lü, Yong-Long Wang, Liang-Dong Guo",2020,10.3897/mycokeys.62.38923.figure3,https://doi.org/10.3897/mycokeys.62.38923.figure3,Pensoft Publishers,component,0,0
"AcEBP1, an ErbB3-Binding Protein (EBP1) from halophyte Atriplex canescens, negatively regulates cell growth and stress responses in Arabidopsis","Jingtao Li, Gang Yu, Xinhua Sun, Xianghui Zhang, Jinliang Liu, Hongyu Pan",2016,10.1016/j.plantsci.2016.04.011,https://doi.org/10.1016/j.plantsci.2016.04.011,Elsevier BV,journal-article,50,12
Halophyte plant colonization as a driver of the composition of bacterial communities in salt marshes chronically exposed to oil hydrocarbons,"Vanessa Oliveira, Newton C.M. Gomes, Daniel F.R. Cleary, Adelaide Almeida, Artur M.S. Silva, Mário M.Q. Simões, Helena Silva, Ângela Cunha",2014,10.1111/1574-6941.12425,https://doi.org/10.1111/1574-6941.12425,Oxford University Press (OUP),journal-article,94,25
Production of the halophyte Sarcocornia ambigua and Pacific white shrimp in an aquaponic system with biofloc technology,"Isabela Pinheiro, Rafael Arantes, Carlos Manoel do Espírito Santo, Felipe do Nascimento Vieira, Katt Regina Lapa, Luciano Valdemiro Gonzaga, Roseane Fett, Jorge Luiz Barcelos-Oliveira, Walter Quadros Seiffert",2017,10.1016/j.ecoleng.2016.12.024,https://doi.org/10.1016/j.ecoleng.2016.12.024,Elsevier BV,journal-article,56,68
Halophyte fatty acids as biomarkers of anthropogenic-driven contamination in Mediterranean marshes: Sentinel species survey and development of an integrated biomarker response (IBR) index,"Bernardo Duarte, João Carreiras, Jesús Alberto Pérez-Romero, Enrique Mateos-Naranjo, Susana Redondo-Gómez, Ana Rita Matos, João Carlos Marques, Isabel Caçador",2018,10.1016/j.ecolind.2017.12.050,https://doi.org/10.1016/j.ecolind.2017.12.050,Elsevier BV,journal-article,47,46
"An actin‐depolymerizing factor from the halophyte smooth cordgrass, <i>Spartina alterniflora</i> (<i>Sa<scp>ADF</scp>2</i>), is superior to its rice homolog (<i>Os<scp>ADF</scp>2</i>) in conferring drought and salt tolerance when constitutively overexpressed in rice","Sonali Sengupta, Venkata Mangu, Luis Sanchez, Renesh Bedre, Rohit Joshi, Kanniah Rajasekaran, Niranjan Baisakh",2018,10.1111/pbi.12957,https://doi.org/10.1111/pbi.12957,Wiley,journal-article,90,40
"The complete chloroplast genome of <i>Salsola abrotanoides</i> (Chenopodiaceae), a desert halophyte shrub in China","Xinyin Li, Qianqian Zhang, Jiecuo Duo, Yuanwu Yang, Xia Ju, Ruijun Duan, Huiyan Xiong",2021,10.1080/23802359.2021.1903353,https://doi.org/10.1080/23802359.2021.1903353,Informa UK Limited,journal-article,8,5
"Figure 2 from: Palchetti MV, Cantero JJ, Morales-Fierro V, Barboza GE, Moreira-Muñoz A (2021) Living in extreme environments: distribution of Lycium humile (Solanaceae), an endemic halophyte from the Altiplano-Puna region, South America. PhytoKeys 185: 1-15. https://doi.org/10.3897/phytokeys.185.71377","María Virginia Palchetti, Juan José Cantero, Vanezza Morales-Fierro, Gloria E. Barboza, Andrés Moreira-Muñoz",2021,10.3897/phytokeys.185.71377.figure2,https://doi.org/10.3897/phytokeys.185.71377.figure2,Pensoft Publishers,component,0,0
MYB and HD-ZIP IV homologs related to trichome formation are involved in epidermal bladder cell development in the halophyte<i>Mesembryanthemum crystallinum</i>L.,"Siranet Roeurn, Narihiro Hoshino, Ken-taro Soejima, Yuuka Inoue, John C. Cushman, Sakae Agarie",2017,10.1080/1343943x.2017.1279528,https://doi.org/10.1080/1343943x.2017.1279528,Informa UK Limited,journal-article,36,11
"The bZIP gene family in the halophyte Limonium bicolor: Identification, expression analysis, and regulation of salt stress tolerance","Fanxia Meng, Zhihui Zhu, Juying Wang, Xiaofang Chen, Kai Ning, Hualing Xu, Min Chen",2024,10.1016/j.envexpbot.2024.105896,https://doi.org/10.1016/j.envexpbot.2024.105896,Elsevier BV,journal-article,56,4
Functional analysis of McSnRK1 (SNF1-related protein kinase 1) in regulating Na/K homeostasis in transgenic cultured cells and roots of halophyte Mesembryanthemum crystallinum,"Hau-Hsuan Hwang, Chih-Hao Wang, Hsiao-Wei Huang, Chih-Pin Chiang, Shin-Fei Chi, Fan-Chen Huang, Hungchen E. Yen",2019,10.1007/s00299-019-02412-2,https://doi.org/10.1007/s00299-019-02412-2,Springer Science and Business Media LLC,journal-article,77,6
Comparative physiological and proteomic analyses of the chloroplasts in halophyte Sesuvium portulacastrum under differential salt conditions,"Cunzhi Peng, Lili Chang, Qian Yang, Zheng Tong, Dan Wang, Yanhua Tan, Yong Sun, Xiaoping Yi, Guohua Ding, Junhan Xiao, Ying Zhang, Xuchu Wang",2019,10.1016/j.jplph.2018.10.028,https://doi.org/10.1016/j.jplph.2018.10.028,Elsevier BV,journal-article,71,39
"Thalassobellus suaedae gen. nov., sp. nov., a marine bacterium of the family Flavobacteriaceae isolated from a halophyte Suaeda japonica","Su Yeon Lee, Ami Rho, Jy Young Choi, Jaeho Choi, Bo Min Lee, Byung Cheol Cho, Chung Yeon Hwang",2025,10.1099/ijsem.0.006663,https://doi.org/10.1099/ijsem.0.006663,Microbiology Society,journal-article,60,1
"(±)-Alternarlactones A and B, Two Antiparasitic Alternariol-like Dimers from the Fungus <i>Alternaria alternata</i> P1210 Isolated from the Halophyte <i>Salicornia</i> sp.","Yan-Ni Shi, Stefan Pusch, Yi-Ming Shi, Christian Richter, Jose G. Maciá-Vicente, Harald Schwalbe, Marcel Kaiser, Till Opatz, Helge B. Bode",2019,10.1021/acs.joc.9b01229,https://doi.org/10.1021/acs.joc.9b01229,American Chemical Society (ACS),journal-article,33,22
"Phytochemical analysis and antioxidant activity of
                    <i>Tamarix africana, Arthrocnemum macrostachyum</i>
                    and
                    <i>Suaeda fruticosa,</i>
                    three halophyte species from Algeria","N. Chekroun-Bechlaghem, N. Belyagoubi-Benhammou, L. Belyagoubi, A. Gismondi, V. Nanni, G. Di Marco, L. Canuti, A. Canini, I. A. El Haci, F. Atik Bekkara",2019,10.1080/11263504.2018.1555191,https://doi.org/10.1080/11263504.2018.1555191,Springer Science and Business Media LLC,journal-article,30,24
From the saltpan to the plate: An evaluation of the use of the edible halophyte<scp><i>Salicornia ramosissima</i></scp>in catering,"Mariana Cardoso, Helena Silva, Carla Patinha, Natália Costa, Susana Nunes, Ângela Cunha",2021,10.1111/aab.12714,https://doi.org/10.1111/aab.12714,Wiley,journal-article,66,10
Diversity of Bacterial Microbiota of Coastal Halophyte Limonium sinense and Amelioration of Salinity Stress Damage by Symbiotic Plant Growth-Promoting Actinobacterium Glutamicibacter halophytocola KLBMP 5180,"Sheng Qin, Wei-Wei Feng, Yue-Ji Zhang, Tian-Tian Wang, You-Wei Xiong, Ke Xing",2018,10.1128/aem.01533-18,https://doi.org/10.1128/aem.01533-18,American Society for Microbiology,journal-article,102,117
"Physicochemical and nutritional profile of leaves, flowers, and fruits of the edible halophyte chorão-da-praia (Carpobrotus edulis) on Portuguese west shores","Marta Neves, Madalena Antunes, Wilson Fernandes, Maria J. Campos, Zélia M. Azevedo, Victor Freitas, João M. Rocha, Carla Tecelão",2021,10.1016/j.fbio.2021.101288,https://doi.org/10.1016/j.fbio.2021.101288,Elsevier BV,journal-article,48,22
"Genome Structures and Halophyte-Specific Gene Expression of the Extremophile
                    <i>Thellungiella parvula</i>
                    in Comparison with
                    <i>Thellungiella salsuginea</i>
                    (
                    <i>Thellungiella halophila</i>
                    ) and Arabidopsis","Dong-Ha Oh, Maheshi Dassanayake, Jeffrey S. Haas, Anna Kropornika, Chris Wright, Matilde Paino d’Urzo, Hyewon Hong, Shahjahan Ali, Alvaro Hernandez, Georgina M. Lambert, Gunsu Inan, David W. Galbraith, Ray A. Bressan, Dae-Jin Yun, Jian-Kang Zhu, John M. Cheeseman, Hans J. Bohnert",2010,10.1104/pp.110.163923,https://doi.org/10.1104/pp.110.163923,Oxford University Press (OUP),journal-article,70,89
Transcriptome analysis reveals complex response of the medicinal/ornamental halophyte Iris halophila Pall. to high environmental salinity,"Qingquan Liu, Jun Tang, Weilin Wang, Yongxia Zhang, Haiyan Yuan, Suzhen Huang",2018,10.1016/j.ecoenv.2018.09.003,https://doi.org/10.1016/j.ecoenv.2018.09.003,Elsevier BV,journal-article,78,26
Molecular cloning and characterization of a novel salt-specific responsive WRKY transcription factor gene IlWRKY2 from the halophyte Iris lactea var. chinensis,"Jun Tang, Qingquan Liu, Haiyan Yuan, Yongxia Zhang, Weilin Wang, Suzhen Huang",2018,10.1007/s13258-018-0698-9,https://doi.org/10.1007/s13258-018-0698-9,Springer Science and Business Media LLC,journal-article,59,10
Small <scp>RNA</scp> deep sequencing reveals the important role of micro<scp>RNA</scp>s in the halophyte <i>Halostachys caspica</i>,"Ruirui Yang, Youling Zeng, Xiaoya Yi, Lijuan Zhao, Yufang Zhang",2015,10.1111/pbi.12337,https://doi.org/10.1111/pbi.12337,Wiley,journal-article,69,40
"Cultivation of Potted Sea Fennel, an Emerging Mediterranean Halophyte, Using a Renewable Seaweed-Based Material as a Peat Substitute","Francesco Fabiano Montesano, Concetta Eliana Gattullo, Angelo Parente, Roberto Terzano, Massimiliano Renna",2018,10.3390/agriculture8070096,https://doi.org/10.3390/agriculture8070096,MDPI AG,journal-article,43,30
"Exploring the halophyte Cistanche phelypaea (L.) Cout as a source of health promoting products: In vitro antioxidant and enzyme inhibitory properties, metabolomic profile and computational studies","Francesca Trampetti, Catarina Pereira, Maria João Rodrigues, Odeta Celaj, Brigida D’Abrosca, Gokhan Zengin, Adriano Mollica, Azzurra Stefanucci, Luísa Custódio",2019,10.1016/j.jpba.2018.11.053,https://doi.org/10.1016/j.jpba.2018.11.053,Elsevier BV,journal-article,30,41
Tissue-Specific Transcriptomes Outline Halophyte Adaptive Strategies in the Gray Mangrove (Avicennia marina),"David R. Nelson, Amphun Chaiboonchoe, Khaled M. Hazzouri, Basel Khraiwesh, Amnah Alzahmi, Ashish Jaiswal, Guillermo Friis, John A. Burt, Khaled M. A. Amiri, Kourosh Salehi-Ashtiani",2022,10.3390/agronomy12092030,https://doi.org/10.3390/agronomy12092030,MDPI AG,journal-article,168,7
